fidelity,noise,seed,model,model_label,drift_delta,ambiguous_accuracy,test_accuracy,path_contrast,directed_contrast,spearman_drift,spearman_bifurc
0.5,0.5,1010,Additive,Additive,-0.20818414322250633,0.6174,0.8239700374531835,-0.9823429180930057,-8.320442726711432,0.17895051556319747,0.47835419791968103
0.5,0.5,1010,Joint,Token-Time,-0.3063938618925832,0.6462,0.7771535580524345,-1.5961640507758905,-0.4223768711090088,0.26839775427502643,-0.012848868331676219
0.5,0.5,1011,Additive,Additive,-0.2919999999999999,0.6176,0.8579234972677595,0.6910544870953479,-1.119498594743865,0.6773599518736204,0.5147338955069067
0.5,0.5,1011,Joint,Token-Time,-0.1413333333333333,0.6164,0.819672131147541,-0.9861173054469483,0.3405133592230931,0.6174296014597636,0.5534684677098565
0.5,0.5,1012,Additive,Additive,-0.18595238095238098,0.6356,0.7873873873873873,-0.3154837750519315,0.11921911040941868,0.7701801462512894,0.6841279472297332
0.5,0.5,1012,Joint,Token-Time,-0.3126190476190476,0.6428,0.7927927927927928,0.5777896910003619,0.011678770681221806,0.7393454234643857,0.7500578859673543
0.5,0.5,1013,Additive,Additive,-0.12268907563025222,0.6024,0.8029739776951673,-2.212698487302987,0.6035844348371029,0.736532620280568,0.5909301278956489
0.5,0.5,1013,Joint,Token-Time,-0.2602240896358544,0.6076,0.8252788104089219,-2.4006826903205365,-0.23232688754796982,0.6522574756520237,0.3877991257006314
0.5,0.5,1014,Additive,Additive,-0.13181818181818195,0.634,0.7851851851851852,-0.7277464911341669,5.604938225634396,0.23773103258393732,0.1996993694412261
0.5,0.5,1014,Joint,Token-Time,-0.24954545454545457,0.5948,0.8074074074074075,-0.8390288095921279,7.004464577138424,0.21937384661011095,0.11481366848551386
